id_show,Companias_Produccion
42671.0,ARMS
42671.0, GENCO
42671.0, VAP
42671.0, Studio Guts
56296.0,Bell Media Studios
56296.0, Temple Street Productions
76719.0,Miso Film
107113.0,20th Television
86423.0,Genre Arts
86423.0, IDW Entertainment
86423.0, Circle of Confusion
72750.0,Sid Gentle Films
115004.0,Mayhem Pictures
115004.0, wiip
115004.0, HBO
115004.0, Zobot Projects
115004.0, Juggle Productions
115004.0, Low Dweller Productions
87689.0,A Film Location Company
87689.0, Reality Distortion Field
62017.0,Amazon Studios
62017.0, Scott Free Productions
62017.0, Electric Shepherd Productions
62017.0, Headline Pictures
62017.0, Picrow
1891.0,sin informacion
65708.0,Hardy Son & Baker
65708.0, Scott Free Productions
71024.0,Frederator Studios
71024.0, Powerhouse Animation Studios
71024.0, Shankar Animation
71024.0, Project 51 Productions
900.0,Company Pictures
79680.0,Tomorrow Studios
79680.0, Studio T
79680.0, CJ Entertainment
31268.0,Fox Telecolombia
31268.0, RCN
13027.0,sin informacion
10283.0,Radical Axis
10283.0, Floyd County Productions
10283.0, FX Productions
604.0,DC Comics
604.0, Warner Bros. Animation
96648.0,Studio N
96648.0, Studio Dragon
82739.0,CloverWorks
82739.0, Aniplex
82739.0, ABC Animation
82739.0, KADOKAWA
82739.0, Tokyo MX
82739.0, Nagoya Broadcasting Network
82739.0, Nippon BS Broadcasting
82739.0, Hakuhodo DY Music & Pictures
17610.0,Shane Brennan Productions
17610.0, Belisarius Productions
17610.0, CBS Studios
34967.0,DreamWorks Television
34967.0, Amblin Television
34967.0, Turner Network Television
34967.0, Invasion Productions
5451.0,sin informacion
1431.0,Alliance Atlantis
1431.0, CBS Productions
1431.0, CBS Studios
61175.0,Cartoon Network Studios
90027.0,Amazon Studios
90027.0, Legendary Television
90027.0, CrimeThink
90027.0, Siesta Productions
18011.0,Televisa
62823.0,Dimension Television
62823.0, DIGA Studios
62823.0, Dimension Films
61459.0,Madhouse
124834.0,See-Saw Films
94305.0,AMC Studios
94305.0, Skybound Entertainment
80986.0,Mad Ghost Productions
80986.0, Berlanti Productions
80986.0, Warner Bros. Television
80986.0, DC Entertainment
90937.0,Orange
90937.0, TOHO
61852.0,Schneider's Bakery
63407.0,Televisa
105009.0,LIDENFILMS
41727.0,sin informacion
1104.0,sin informacion
31072.0,Televisa
83100.0,Twin Engine
83100.0, MAPPA
83100.0, Tezuka Productions
83100.0, dugout
69061.0,Plan B Entertainment
69061.0, Anonymous Content
70828.0,Caracol Televisión
7842.0,Metro-Goldwyn-Mayer
7842.0, Hanna-Barbera Productions
4574.0,sin informacion
66203.0,Pol-Ka Producciones
66203.0, Disney Branded Television
73481.0,sin informacion
64230.0,Point Grey Pictures
64230.0, Short Drive Entertainment
64230.0, Original Film
64230.0, Kickstart
64230.0, NightSky Productions
90669.0,Dark Ways
62650.0,Universal Television
62650.0, Wolf Entertainment
2352.0,TriStar Television
2352.0, Sternin & Fraser Ink
2352.0, Highschool Sweethearts
2352.0, Columbia TriStar Television
105248.0,TRIGGER
105248.0, CD PROJEKT RED
105248.0, Netflix
102966.0,Telemundo Global Studios
86248.0,3 Arts Entertainment
4658.0,Alien Productions
62914.0,sin informacion
81354.0,Fox 21 Television Studios
81354.0, Ryan Murphy Productions
81354.0, Furthur Films
81354.0, Lighthouse Management + Media
6040.0,Cartoon Network Studios
33217.0,Warner Bros. Animation
33217.0, DC Entertainment
33217.0, DC Comics
93740.0,Skydance Television
93740.0, Phantom Four
71738.0,20th Century Fox Television
71738.0, Fuzzy Door Productions
71738.0, 20th Television
67075.0,BONES
67075.0, Warner Bros. Japan
67075.0, THE KLOCKWORX
67075.0, Hakuhodo DY Music & Pictures
67075.0, BS Fuji
67075.0, Shogakukan
67075.0, Shogakukan-Shueisha Productions
1778.0,Nickelodeon Productions
68267.0,Cha Cha Cha
68267.0, DreamWorks Animation Television
68267.0, Double Dare You Productions
83097.0,CloverWorks
5178.0,Logos Film
1215.0,Aggressive Mediocrity
1215.0, Showtime Networks
605.0,Hartbreak Films
605.0, Viacom Productions
605.0, Paramount Television Studios
60948.0,Atlas Entertainment
2309.0,Billionfold
2309.0, Nickelodeon Animation Studio
2309.0, Nickelodeon Productions
71578.0,Sony Pictures Television Studios
66084.0,Litopos Producciones
89393.0,Brad Falchuk Teley-vision
89393.0, Ryan Murphy Productions
89393.0, 20th Television
109958.0,Intrepid Pictures
109958.0, Amblin Television
109958.0, Paramount Television Studios
79649.0,A+E Studios
79649.0, Compari Entertainment
1044.0,BBC
1044.0, NHK
1044.0, Discovery Channel
74204.0,Danger Goldberg Productions
74204.0, Fathouse Industries
74204.0, Good At Bizness
74204.0, Inc.
74204.0, Titmouse
125910.0,Nexiko AB
62110.0,Lerche
62110.0, BS Fuji
62110.0, Kansai Television
62110.0, Fuji Television Network
4313.0,Miller/Boyett Productions
4313.0, Jeff Franklin Productions
4313.0, Lorimar Television
4313.0, Warner Bros. Television
74440.0,DC Entertainment
74440.0, Warner Bros. Animation
74440.0, Yes
74440.0, Norman Productions
74440.0, Ehsugadee Productions
34391.0,Destiny
34391.0, Marvel Animation
98986.0,ENGI
98986.0, INCS toenter
98986.0, zuvo.
63109.0,Record TV
63109.0, Casablanca
2710.0,3 Arts Entertainment
2710.0, Bluebush Productions
2710.0, FX Productions
131927.0,Showtime Networks
131927.0, Clyde Phillips Productions
131927.0, John Goldwyn Productions
131927.0, The Colleton Company
92782.0,Marvel Studios
92782.0, Kevin Feige Productions
65249.0,A-1 Pictures
79240.0,Atomic Monster
79240.0, DC Entertainment
79240.0, Warner Bros. Television
888.0,Marvel Entertainment Group
888.0, Marvel Films
73021.0,The ULULU Company
50825.0,Sketch Films
50825.0, K/O Paper Products
50825.0, Mark Goffman Productions
50825.0, 20th Century Fox Television
92967.0,MF Yapım
12313.0,Sorcery Films
12313.0, Ocean Entertainment
39852.0,UCP
39852.0, Iron Ocean Films
39852.0, Zaftig Films
39852.0, Midnight Choir
39852.0, Netflix
91557.0,SAM Productions
91557.0, Ghost VFX
81146.0,sin informacion
1600.0,ApolloProScreen Filmproduktion
1600.0, Dolphin Entertainment
1600.0, Jack Mackie Pictures
1600.0, Nickelodeon Productions
1621.0,Closest to the Hole Productions
1621.0, Sikelia Productions
1621.0, Leverage Entertainment
89905.0,Element Pictures
89905.0, Fís Éireann/Screen Ireland
18123.0,Warner Bros. Animation
1426.0,BBC
63210.0,Carteret Street Productions
63210.0, Wonderland Sound and Vision
63210.0, Constantin Film
63210.0, Unique Features
2290.0,Acme Shark
2290.0, MGM Television
2290.0, Pegasus Productions
2290.0, Sony Pictures Television Studios
93812.0,MRC
93812.0, Echo Lake Entertainment
93812.0, Thruline Entertainment
93812.0, MacGowan Films
1695.0,Mandeville Films
1695.0, Moratim Produktions
1695.0, Universal Television
1695.0, Touchstone Television
1695.0, USA Cable Entertainment
1695.0, Universal Media Studios
1695.0, UCP
1695.0, ABC Signature
43899.0,sin informacion
61223.0,White Fox
61223.0, C-Station
61223.0, TOHO
61223.0, Jinnan Studio
3763.0,Disney Branded Television
3763.0, Jim Henson Productions
3763.0, Michael Jacobs Productions
80350.0,Universal Television
80350.0, Mount Moriah
80350.0, Pico Creek Productions
4239.0,Columbia Pictures Television
897.0,Cartoon Network Studios
1404.0,Warner Bros. Television
1404.0, Wonderland Sound and Vision
1404.0, Fake Empire Productions
4500.0,The Black/Marlens Company
4500.0, New World Television
252.0,Chris Rock Entertainment
252.0, 3 Arts Entertainment
252.0, Paramount Television Studios
252.0, CBS Studios
42589.0,P.A.WORKS
64513.0,Ryan Murphy Productions
64513.0, Color Force
64513.0, FX Productions
64513.0, Fox 21 Television Studios
64513.0, 20th Television
64513.0, Scott & Larry Productions
64513.0, Anthony Hemingway Productions
66276.0,Film Rites
61663.0,A-1 Pictures
2317.0,20th Century Fox Television
2317.0, Amigos de Garcia Productions
46261.0,A-1 Pictures
46261.0, SATELIGHT
1516.0,Stephen J. Cannell Productions
1516.0, Universal Television
1988.0,Rankin/Bass Productions
1988.0, Lorimar Telepictures
80169.0,Noc Noc Cinema
82747.0,DreamWorks Animation Television
82747.0, Amazon Studios
42705.0,Madhouse
42705.0, MAPPA
61859.0,BBC
61859.0, The Ink Factory
61859.0, Demarest Films
70593.0,AStory
18350.0,sin informacion
83125.0,Arcanum Pictures
83125.0, Frank Miller Ink
54344.0,Warner Bros. Television
33907.0,ITV Studios
33907.0, Carnival Films
3570.0,Toei Animation
3570.0, TV Asahi
3570.0, Kodansha
110290.0,Firecracker Films
60802.0,Channel Road Productions
60802.0, Platinum Dunes
60802.0, Turner Network Television
60802.0, Studio T
4630.0,Billionfold
4630.0, Frederator Studios
4630.0, Nickelodeon Productions
14141.0,Warner Bros. Television
97513.0,The Mediapro Studio
4586.0,sin informacion
14814.0,Ryan Seacrest Productions
14814.0, Bunim-Murray Productions (BMP)
14814.0, NBCUniversal International Studios
64122.0,Farah Films
64122.0, MTV Production Development
64122.0, Sonar Entertainment
83867.0,Lucasfilm Ltd.
67133.0,Lionsgate
67133.0, CBS Studios
67133.0, 101st Street Television
67133.0, Atomic Monster
89901.0,wiip
89901.0, Anonymous Content
89901.0, Sugar23
89901.0, Tuning Fork Productions
98387.0,Televisa
98387.0, Lemon Films
98387.0, W Studios
76331.0,Gary Sanchez Productions
76331.0, Hyperobject Industries
76331.0, Project Zeus
76331.0, HBO
902.0,TV Tokyo
902.0, Konami
2426.0,Mutant Enemy Productions
2426.0, Kuzui Enterprises
2426.0, Sandollar Productions
2426.0, 20th Century Fox Television
95396.0,Endeavor Content
95396.0, Red Hour
95396.0, Fifth Season
67026.0,Genre Films
67026.0, ABC Studios
67026.0, Entertainment 360
67466.0,Marvel Television
67466.0, Fake Empire Productions
67466.0, ABC Signature
72002.0,Fake Empire Productions
72002.0, CBS Studios
1274.0,HBO
1274.0, The Greenblatt Janollari Studio
63767.0,Bon Factory
7225.0,Shine TV
1781.0,Worldvision Enterprises
1781.0, Ed Friendly Productions
1781.0, NBC
607.0,Cartoon Network Studios
607.0, Hanna-Barbera Productions
96316.0,TMS Entertainment
96316.0, MBS
96316.0, Kodansha
96316.0, DMM pictures
66330.0,Chorokbaem Media
105971.0,Lucasfilm Animation
105971.0, Lucasfilm Ltd.
32726.0,20th Century Fox Television
32726.0, Bento Box Entertainment
32726.0, Wilo Productions
32726.0, Buck & Millie Productions
32726.0, 20th Television Animation
99071.0,TNK
537.0,Snee-Oosh Productions
537.0, Nicktoons Productions
537.0, Nubian Nights Worldwide
537.0, Games Animation
537.0, Nickelodeon Productions
127235.0,Boat Rocker Studios
127235.0, Genre Films
80564.0,MAPPA
80564.0, dugout
71663.0,Warner Bros. Television
71663.0, Akil Productions
71663.0, Berlanti Productions
86374.0,AGC Television
86374.0, De Wereldvrede
86374.0, Urban Myth Films
86374.0, StudioCanal
86374.0, Fox International Channels
65820.0,Nomadic Pictures
65820.0, Echo Lake Entertainment
108978.0,Amazon Studios
108978.0, Skydance Television
108978.0, Paramount Television Studios
1855.0,Paramount Television Studios
96160.0,Studio Dragon
95601.0,sin informacion
1996.0,Hanna-Barbera Productions
1996.0, Screen Gems Television
95403.0,Kilter Films
95403.0, Amazon Studios
95403.0, Warner Bros. Television
62741.0,TMS Entertainment
62741.0, V1 studio
93846.0,Hwa&Dam Pictures
93846.0, Studio Dragon
83639.0,GMM BRAVO
83639.0, GMM Grammy
83639.0, Jungka Bangkok
83639.0, SOUR Bangkok
433.0,The Halcyon Company
433.0, Warner Bros. Television
42573.0,Toei Animation
78722.0,Televisa
6357.0,CBS Productions
6357.0, Cayuga Productions
36250.0,Production I.G
46533.0,DreamWorks Television
61418.0,Warner Bros. Television
61418.0, Electus
61418.0, Poppy Productions
61418.0, RCTV
61418.0, CBS Studios
100.0,Baby Cow Animation
117376.0,Studio Dragon
117376.0, Logos Film
2391.0,Tales From The Crypt Holdings
2391.0, EC Comics
2391.0, HBO
106651.0,Climax Studios
64196.0,Madhouse
62852.0,Best Available!
62852.0, TBTF Productions Inc.
94664.0,Studio Bind
94664.0, EGG FIRM
94664.0, Hakuhodo DY Music & Pictures
94664.0, Frontier Works
94664.0, KADOKAWA
94664.0, GREE Entertainment
94664.0, TOHO
94664.0, Nippon BS Broadcasting
94664.0, GREE
34899.0,Tims Productions
82104.0,Nomadic Pictures
65294.0,Take 5 Productions
65294.0, Paramount Television Studios
65294.0, Sonnenfeld Productions
65294.0, Inc.
65294.0, What is the Question?
110070.0,CloverWorks
110070.0, Aniplex
110070.0, My Theater D.D.
110070.0, SQUARE ENIX
110070.0, MBS
110070.0, movic
110070.0, Kanetsu Investment
110070.0, Global Solutions
110070.0, Mirai Kojo
96713.0,Titmouse
96713.0, Oatmeal Maiden
37863.0,SQUARE ENIX
37863.0, BONES
61888.0,20th Century Fox Television
61888.0, Lord Miller
110642.0,Quebico
110642.0, TMS Entertainment
110642.0, CAPCOM
113036.0,Ryan Murphy Productions
113036.0, Brad Falchuk Teley-vision
113036.0, 20th Television
85801.0,Salty Pictures
85801.0, Chorus Boy
85801.0, Disney Branded Television
31295.0,Clerkenwell Films
31109.0,sin informacion
43020.0,Reunion Pictures
43020.0, Boy Meets Girl Film Company
43020.0, Shaw Media
43020.0, Thunderbird Entertainment
186.0,Tilted Productions
186.0, Lionsgate Television
66398.0,RCN
61345.0,The Asylum
119243.0,Nickelodeon Productions
119243.0, Museum Visit
119243.0, Typical Bastard Productions
74387.0,New Form Digital
74387.0, Studio T
74387.0, Conaco
74387.0, ShadowMachine
48865.0,Warner Bros. Television
48865.0, World 2000 Entertainment
48865.0, CBS Studios
69291.0,Kyoto Animation
69291.0, Pony Canyon
69291.0, Heart Company
69291.0, ABC Animation
69291.0, Lantis
69291.0, Dragon Life Improvement Committee
31654.0,Toei Animation
46994.0,Nerd Corps Entertainment
46994.0, Bell Broadcast and New Media Fund
75191.0,Scott Free Productions
75191.0, EMJAG Productions
75191.0, Entertainment 360
62687.0,K/O Paper Products
62687.0, Relativity Media
62687.0, CBS Studios
32692.0,CBS Productions
32692.0, Paw in Your Face Productions
32692.0, Panda Productions
60957.0,HB Entertainment
240.0,Columbia TriStar Television
240.0, Adelaide Productions
240.0, Blue Train Entertainment
240.0, Jackie Chan Group
114472.0,Marvel Studios
114472.0, Kevin Feige Productions
82700.0,Fabula Pictures
12782.0,Televisa
65988.0,Bell Media Studios
65988.0, SEVEN24 Films
65988.0, IDW Entertainment
65988.0, Cineflix Productions
25707.0,Tsuchida Production
68349.0,Chorokbaem Media
61593.0,HotHouse Productions
61593.0, Williams Street
61593.0, Day by Day Productions
71365.0,sin informacion
4588.0,Hands Down Entertainment
4588.0, Constant c Productions
4588.0, John Wells Productions
4588.0, Amblin Entertainment
4588.0, Warner Bros. Television
4588.0, Amblin Television
54155.0,NBCUniversal International Studios
54155.0, Amazon Studios
54155.0, Tomorrow Studios
54155.0, Working Title Television
56998.0,Madhouse
56998.0, AT-X
56998.0, Showgate
56998.0, H.O.T.D.製作委員会
56998.0, Geneon Universal Entertainment
60554.0,Lucasfilm Ltd.
60554.0, Lucasfilm Animation
2875.0,Paramount Television Studios
61709.0,Toei Animation
49010.0,Artists Studio
49010.0, Canutus Productions
49010.0, Redbridge Productions
49010.0, RTÉ
49010.0, Fables Limited
49010.0, Ingenious Media
110356.0,Studio Santa Claus Entertainment
4229.0,Hanna-Barbera Productions
4229.0, Cartoon Network Studios
100757.0,sin informacion
3475.0,Coast Mountain Films Studios
80748.0,Wolf Entertainment
80748.0, Universal Television
80748.0, CBS Studios
93149.0,GEEKTOYS
93149.0, Funimation Global Group
93149.0, KADOKAWA
93149.0, Nippon Columbia
2129.0,O Entertainment
2129.0, DNA Productions
2129.0, Nickelodeon Productions
2129.0, Nickelodeon Animation Studio
87623.0,sin informacion
80307.0,World Productions
124364.0,AGBO
124364.0, Midnight Radio
124364.0, Epix
124364.0, MGM Television
88040.0,Lerche
90660.0,Larx Entertainment
90660.0, NAS
90660.0, Pony Canyon
90660.0, Shogakukan
90660.0, MBS
90660.0, MAGNET
90660.0, KLab
1427.0,Imaginary Friends
1427.0, Kudos
84200.0,Warner Bros. Animation
1877.0,Disney Television Animation
1877.0, Dwampy Verse
73107.0,Alec Berg Productions
73107.0, Hanarply
53425.0,De Line Pictures
53425.0, Storyland
53425.0, FX Productions
53425.0, Blinding Edge Pictures
2996.0,BBC
62704.0,Leverage
62425.0,Prodigy Pictures Inc
73411.0,Anonymous Content
73411.0, Paramount Television Studios
1660.0,Sidney Sheldon Productions
1660.0, Screen Gems Television
61733.0,20th Century Fox Television
61733.0, Imagine Television
61733.0, Lee Daniels Entertainment
61733.0, Little Chicken Productions
61733.0, Anthony Hemingway Productions
1417.0,20th Century Fox Television
1417.0, Ryan Murphy Productions
1417.0, Brad Falchuk Teley-vision
75214.0,Kyoto Animation
75214.0, Pony Canyon
75214.0, ABC Animation
75214.0, Lantis
75214.0, Rakuonsha
75214.0, Miracle Bus
1406.0,Roscoe Productions
1406.0, HBO
1406.0, Red Board Productions
1406.0, Paramount Television Studios
81355.0,Participant
81355.0, Harpo Films
81355.0, Tribeca Productions
81355.0, Forward Movement
81355.0, ARRAY Filmworks
2673.0,Warner Bros. Television
2673.0, Wonderland Sound and Vision
2673.0, Fake Empire Productions
70453.0,Entertainment One
70453.0, Blumhouse Television
70453.0, Crazyrose
70453.0, Fourth Born
70453.0, Tiny Pyro
3854.0,Adelaide Productions
3854.0, Culver Entertainment
3854.0, Marvel Entertainment
3854.0, Sony Pictures Television Studios
32754.0,Amblin Television
32754.0, Kapital Entertainment
32754.0, Chernin Entertainment
32754.0, Siesta Productions
68595.0,BBC Studios Natural History Unit
68595.0, ZDF
68595.0, France Télévisions
68595.0, BBC America
68595.0, Tencent
3498.0,It's a Laugh Productions
88236.0,bildundtonfabrik
76231.0,Fox 21 Television Studios
76231.0, FX Productions
76231.0, SutterInk
132559.0,DreamWorks Animation Television
28136.0,Studio Deen
28136.0, SME Visual Works
28136.0, Gallop
28136.0, Fuji Television Network
79732.0,DreamWorks Animation Television
39358.0,sin informacion
314.0,Paramount Television Studios
65320.0,sin informacion
1423.0,The Mark Gordon Company
1423.0, Bider Sweet
1447.0,UCP
1447.0, GEP Productions
1447.0, Pacific Mountain Productions
1447.0, Tagline Pictures
1447.0, Universal Television
130392.0,The Intellectual Property Corporation
130392.0, The D'Amelios
120911.0,Amazon Studios
120911.0, Civic Center Media
120911.0, MRC
120911.0, Fuqua Films
120911.0, Indivisible Productions
116135.0,MGM Television
116135.0, Metropolitan Films International
116135.0, History
2328.0,Saban Entertainment
2328.0, Saban Brands
2328.0, MMPR Productions Inc.
2328.0, Renaissance-Atlantic Films
2328.0, Allspark Pictures
2328.0, Toei Company
2328.0, Ranger Productions Inc.
2328.0, SCG Power Rangers
2328.0, Power Rangers Productions
2328.0, Entertainment One
2328.0, Disney Branded Television
2328.0, Entertainment One Television
